accelX,accelY,accelZ,gyroX,gyroY,gyroZ,fsr1,fsr2,fsr3,fsr4,label
-0.16,0.05,-1.25,2.99,0.06,-0.67,0.00,0.00,0.00,0.00,Normal
-0.15,0.05,-1.24,2.87,-0.18,-0.61,0.00,0.00,0.00,0.00,Normal
-0.15,0.06,-1.25,3.17,0.06,-0.92,0.00,0.00,0.00,0.00,Normal
-0.16,0.06,-1.23,2.93,-1.22,-0.55,0.00,0.00,0.00,0.00,Normal
-0.15,0.05,-1.24,2.93,0.12,-0.98,0.00,0.00,0.00,0.00,Normal
-0.15,0.06,-1.25,2.87,-0.18,-0.92,0.00,0.00,0.00,0.00,Normal
-0.15,0.06,-1.25,3.05,0.00,-0.61,0.00,0.00,0.00,0.00,Normal
-0.16,0.06,-1.24,2.87,-0.12,-0.85,0.00,0.00,0.00,0.00,Normal
-0.15,0.05,-1.25,2.99,-0.24,-0.55,0.00,0.00,0.00,0.00,Normal
-0.15,0.05,-1.24,2.69,-0.06,-0.85,0.00,0.00,0.00,0.00,Normal
-0.16,0.06,-1.25,2.75,0.24,-0.55,0.00,0.00,0.00,0.00,Normal
-0.16,0.06,-1.25,3.17,-0.06,-0.73,0.00,0.00,0.00,0.00,Normal
-0.15,0.05,-1.25,2.87,-0.12,-0.73,0.00,0.00,0.16,0.00,Normal
-0.15,0.06,-1.24,3.17,0.00,-0.67,0.00,0.00,0.25,0.00,Normal
-0.15,0.06,-1.24,3.23,0.12,-0.85,0.00,0.00,0.22,0.00,Normal
-0.14,0.05,-1.35,2.08,-5.25,-0.12,0.00,0.00,0.06,0.00,Normal
-0.20,0.09,-1.25,-4.27,-1.53,-13.12,0.00,0.00,0.00,0.00,Normal
-0.16,0.06,-1.24,2.14,0.12,-0.73,0.00,0.00,0.00,0.00,Normal
-0.16,0.04,-1.23,2.87,8.18,-0.73,0.00,0.00,0.00,0.00,Normal
-0.14,0.05,-1.23,2.26,-0.24,-16.54,0.00,0.00,0.00,0.00,Normal
-0.16,0.04,-1.24,5.19,-1.46,-8.06,0.00,0.00,0.00,0.00,Normal
-0.15,0.04,-1.25,4.64,-1.04,-0.79,0.00,0.00,0.25,0.00,Normal
-0.13,0.06,-1.32,0.12,-1.89,-0.31,0.00,0.00,0.00,0.00,Normal
-0.16,-0.02,-1.29,-4.27,-20.26,-0.12,0.00,0.00,0.00,0.00,Normal
-0.14,0.06,-1.24,3.36,-0.37,-0.73,0.00,0.00,0.00,0.00,Normal
-0.14,0.07,-1.25,2.50,0.06,-0.85,0.00,0.00,0.00,0.00,Normal
-0.13,0.07,-1.24,1.40,1.83,-0.79,0.00,0.00,0.19,0.00,Normal
-0.15,0.06,-1.25,3.85,-1.10,-0.67,0.22,0.00,0.16,0.06,Normal
-0.14,0.06,-1.25,3.17,-0.79,-0.73,0.38,0.00,0.22,0.45,Abnormal
-0.14,0.06,-1.25,2.99,0.12,-0.67,0.23,0.00,0.22,0.08,Normal
-0.14,0.06,-1.24,2.99,0.00,-0.55,0.26,0.00,0.07,0.15,Normal
-0.14,0.07,-1.25,2.81,0.00,-0.73,0.51,0.00,0.13,0.61,Abnormal
-0.14,0.06,-1.24,2.81,-0.06,-0.85,0.48,0.00,0.00,0.58,Abnormal
-0.14,0.06,-1.25,3.23,0.49,-0.79,0.40,0.00,0.00,0.54,Abnormal
-0.14,0.07,-1.24,3.17,-0.12,-0.85,0.30,0.00,0.00,0.38,Abnormal
-0.14,0.07,-1.25,3.17,0.55,-0.73,0.10,0.00,0.00,0.00,Normal
-0.14,0.07,-1.25,2.81,0.06,-0.61,0.00,0.00,0.00,0.00,Normal
-0.14,0.07,-1.24,2.75,0.12,-0.79,0.00,0.00,0.00,0.00,Normal
-0.14,0.06,-1.25,2.81,0.00,-0.55,0.00,0.00,0.15,0.00,Normal
-0.14,0.06,-1.23,3.05,0.24,-1.10,0.10,0.00,0.00,0.00,Normal
-0.14,0.06,-1.25,2.99,-0.12,-0.79,0.50,0.00,0.00,0.00,Normal
-0.14,0.07,-1.24,2.44,0.06,-0.85,0.00,0.00,0.00,0.00,Normal
